"code", "description"
"3041","Wrought iron furniture -"
"3042","Elevator or escalator"
"3042","Escalator or elevator"
"3064","Neon sign"
"3064","Sign -metal"
"3064","Sign -silk-screenprinting-metal"
"3066","Coppersmith-shop"
"3066","Culvert -sheetmetal"
"3066","Door, door frame orsash -wood-metal covered"
"3066","Duct -airconditioning"
"3066","Grain bin"
"3066","Gutter (drainage)"
"3066","Hotel and restaurantkitchen equipment -sheet metal"
"3066","Oven -metalindustrial drying ovens"
"3066","Oven -nomechanical parts"
"3066","Restaurant andhotel-kitchen equipment -sheet metal"
"3066","Sash -metal"
"3066","Sheet metal work-shop"
"3066","Skylight"
"3076","Airplanesubassemblies -metal cowling, wing, tabs, & aileron, etc."
"3076","Awningmanufacturing-metal-no erection work"
"3076","Bedstead  orassembly-metal"
"3076","Casket or coffin or assembly-metal"
"3076","Coffin or casket or assembly-metal"
"3076","Cryogenic device-sheet metal work"
"3076","Door -metal(light metal)"
"3076","Fireproof equipment"
"3076","Furniture -metal"
"3076","Garment rack-metal"
"3076","Ice cream cabinet-metal"
"3076","Incubator -metal"
"3076","Jalousie or jalousiescreen manufacture-metal or glass"
"3076","Locker -sheetmetal"
"3076","Panel -sheetmetal"
"3076","Partition -sheetmetal"
"3076","Radiator cabinet orshield -metal"
"3076","Refrigerator-metal-household or commercial-all other than refrigeratingunit"
"3076","Satellite dish-metal mesh"
"3076","Soda water fountain or apparatus"
"3076","Window sash-aluminum"
"3081","Bathtub -enameled iron-"
"3081","Enameled iron ware -"
"3081","Foundry-ferrous-NOC-"
"3081","Foundry-soil pipe using pit method-"
"3081","Shipbuilding-iron orsteel-NOC : foundry-ferrous-NOC"
"3081","Sink -enameled iron-"
"3082","Car wheel-railroad"
"3082","Foundry-steelcastings"
"3085","Casting  forothers-using non-ferrous metal"
"3085","Foundry-non-ferrous"
"3085","Shipbuilding-iron orsteel-NOC : foundry-non-ferrous"
"3110","Chain -forged"
"3110","Forging work-drop ormachine"
"3110","Tool -drop ormachine forged NOC-forging"
"3111","Blacksmith"
"3111","Horseshoeing"
"3111","Pipe bending andcutting"
"3113","Bits-power tool-not drop or machine forged"
"3113","Machine tools (small)-not drop or machine forged"
"3113","Moulds-non-forged machined metal moulds for the plastic industry"
"3113","Plumber's hand tool-not drop or machine forged"
"3113","Saw filer -notdrop or machine forged"
"3113","Tool -not drop ormachine forged-NOC"
"3113","Twist drills -notdrop or machine forged"
"3113","Watchmaker tool-not drop or machine forged"
"3114","Bits-power tool-drop or machine forged"
"3114","Machine tools (small)-drop or machine forged"
"3114","Moulds -forgedmachined metal moulds for the plastic industry"
"3114","Plumber's hand tool-drop or machine forged"
"3114","Saw filer -dropor machine forged"
"3114","Tool -drop ormachine forged NOC-machining"
"3114","Twist drills-drop or machine forged"
"3114","Watchmaker tool-drop or machine forged"
"3118","File"
"3118","Saw"
"3118","Saws-sharpening"
"3119","Needle"
"3119","Pen point"
"3122","Cutlery  NOC"
"3122","Knife"
"3122","Manicure products"
"3122","Razor  NOC (notelectric)"
"3122","Tweezers"
"3126","Agricultural tool-hand"
"3126","Artesian well tool"
"3126","Ax and sledgehammer"
"3126","Construction tool"
"3126","Logging tool"
"3126","Mining tool"
"3126","Oil well tool"
"3126","Plowshare"
"3126","Sledgehammer"
"3126","Tool-agricultural, construction, logging, mining, oil orartesian well"
"3126","Wheelbarrow-metal"
"3131","Buckle -metal(not brass, copper or silver)"
"3131","Button -campaignor convention"
"3131","Button or fastener-metal"
"3131","Fastener or button-metal"
"3131","Jewelers findings"
"3131","Zipper"
"3132","Bolt or nut"
"3132","Nut or bolt"
"3132","Spike"
"3145","Automatic screw machine products"
"3145","Screw"
"3146","Automobile accelerator assembly"
"3146","Automobile choke"
"3146","Automobile throttle rod"
"3146","Automobile window and trim molding"
"3146","Chain -roll ordrive-type"
"3146","Doorknob"
"3146","Handbag frame-metal"
"3146","Handle"
"3146","Hardware  NOC"
"3146","Horseshoe"
"3146","Ice skate"
"3146","Roller skate"
"3146","Saddlery hardware"
"3146","Skate"
"3146","Television antenna"
"3169","Furnace -oil orgas fired"
"3169","Oven -containingmechanical parts"
"3169","Range -gas orelectric"
"3169","Stove"
"3169","Water heater"
"3175","Boiler -cast ironfor heating purposes"
"3175","Heater or radiator"
"3175","Radiator or heater"
"3179","Automobile horn-electric"
"3179","Blender-household"
"3179","Cryogenic device-refrigeration unit"
"3179","Dehumidifier"
"3179","Electric razor or repair"
"3179","Electrical apparatus  NOC"
"3179","Electrical cable connector"
"3179","Fan"
"3179","Fire alarm siren"
"3179","Flashlight  orassembling"
"3179","Humidifier"
"3179","Iron (clothing presser)"
"3179","Microwave oven"
"3179","Motor -fractionalhorsepower"
"3179","Percolator"
"3179","Razor  orrepair-electric"
"3179","Refrigerator-metal-household or commercial- or assemblingrefrigerating unit"
"3179","Scanner -forpricing at cash registers"
"3179","Smoke alarm"
"3179","Thermostat"
"3179","Toaster"
"3179","Truck trailerrefrigeration systems installation or repair at insured'spremises"
"3179","Vacuum"
"3179","Wall switches-electrical"
"3180","Chandelier"
"3180","Electric or gas lighting fixtures"
"3180","Gas or electric lighting fixtures"
"3180","Lamp -floor ortable-using metal processing"
"3188","Faucet"
"3188","Plumbers' supplies  NOC"
"3220","Can"
"3223","Lamp or portablelantern  NOC"
"3223","Lantern or lamp NOC"
"3224","Agate or enamel wear"
"3224","Enamel or agate ware"
"3224","Porcelainizing ofmetal products"
"3227","Aluminum ware"
"3227","Cooking utensils-steel"
"3240","Cable or wire rope-iron or steel"
"3240","Wire rope or cable-iron or steel"
"3241","Wire drawing-iron orsteel"
"3255","Wire cloth"
"3257","Cage -wire"
"3257","Chain -formed orwelded from wire"
"3257","Coat hanger-metal"
"3257","Conveyor belt-wire"
"3257","Fence -wire"
"3257","Filter screen-for use in grain mills"
"3257","Lamp shade frame-wire"
"3257","Snow fence : wiretwisting"
"3257","Spring -wire"
"3257","Welding rod"
"3257","Wire fence"
"3257","Wire goods  NOC"
"3270","Eyelet"
"3270","Nail"
"3270","Pin"
"3270","Razor blade-safety"
"3270","Razor -safety"
"3270","Safety pin"
"3270","Snap fasteners"
"3270","Staple"
"3270","Tack  (nail type)"
"3300","Automobile cushions or seat"
"3300","Bed spring or wire mattress"
"3300","Couches (folding)"
"3300","Daybed"
"3300","Wire mattress or bed spring"
"3303","Automobile bumper"
"3303","Automobilebumper-straightening & repair"
"3303","Spring"
"3307","Heat treating-metal"
"3315","Bird cage"
"3315","Brass or copper goods"
"3315","Buckle -brass orcopper"
"3315","Cigar and cigarettelighter  or assembling"
"3315","Copper or brass goods"
"3315","Explosives orammunition -cartridge or shell case -metal"
"3315","Fire extinguisher"
"3315","Flashlight case"
"3315","Hub cap"
"3315","Lightning rod"
"3315","Picture hook"
"3334","Collapsible white metal tube and cap"
"3334","Tin foil"
"3334","Tube-metal-collapsible"
"3336","Castings-metal-by lost wax process"
"3336","Type foundry"
"3365","Pipe testing or inspection-destructive-including radiographic or X-ray processes-"
"3365","Welding or cutting NOC"
"3365","Welding-microscopic-"
"3365","Welding-robotic-"
"3372","Anodizing metalarticles"
"3372","Buffing and polishing-small articles-shop only-no"
"3372","Deburring-metal"
"3372","Detinning"
"3372","Electroplating"
"3372","Metalcleaning-pickling"
"3372","Metal finishing (deburring)"
"3372","Polishing and buffing-small articles-shop only-no"
"3372","Shot peening-metalparts"
"3373","Aluminum coating ofsteel wire"
"3373","Chemical milling"
"3373","Galvanizing ortinning-not electrolytic"
"3373","Rustproofing tools orother metal articles"
"3373","Tinning orgalvanizing-not electrolytic"
"3383","Buckle -silver"
"3383","Coronet"
"3383","Gold leaf"
"3383","Horn"
"3383","Jewelry"
"3383","Jewelry repair-notjewelry store"
"3383","Musical instrument-metal-NOC"
"3383","Silverware"
"3383","Trombone"
"3383","Watch case"
"3385","Camera repair"
"3385","Clock"
"3385","Clock repair-notjewelry store"
"3385","Watch"
"3400","Air rifle -metalstamped parts"
"3400","Ash can -metalstamped parts"
"3400","Automobile parts-miscellaneous stamped parts such as fenders"
"3400","Barrel or drum-steel-metal stamped parts"
"3400","Barrel ordrum-steel-reconditioning or repair"
"3400","Bullet clip-metal stamped parts"
"3400","Fender-automobile-metal stamped parts"
"3400","Keg -metalstamped parts"
"3400","Metal stamped goods  NOC"
"3400","Metal stampingNOC"
"3400","Metal tag -metalstamped parts"
"3400","Tinware -pieplates, pails, waste baskets, ash cans, dustpans-metal stampedparts"
"3400","Toy -metalstamped parts"
"3507","Agricultural machinery"
"3507","Baling press-hydraulic"
"3507","Constructionmachinery, dredge or steam shovel  NOC"
"3507","Conveyor"
"3507","Cotton gin machine"
"3507","Crane -overhead"
"3507","Dredge, steam shovelor construction machinery  NOC"
"3507","Dust collector systems"
"3507","Hay loader"
"3507","Hoisting systems"
"3507","Lawn mower"
"3507","Locomotive works"
"3507","Mining or ore milling machinery"
"3507","Ore milling or mining machinery"
"3507","Pile driving equipment"
"3507","Pneumatic unloaders"
"3507","Pollution control systems"
"3507","Power plow or traction engine"
"3507","Reaper"
"3507","Road or street making machinery"
"3507","Safe  orrepairing"
"3507","Steam shovel, dredgeor construction machinery  NOC"
"3507","Street or road making machinery"
"3507","Traction engine or power plow"
"3507","Tractor-Caterpillar-type"
"3515","Knitting machine"
"3515","Loom harness or reed"
"3515","Textile machinery"
"3548","Anti-aircraft gun"
"3548","Arms  NOC"
"3548","Artillery cannon"
"3548","Bookbinding or printing machine"
"3548","Gun -20-mm andlarger"
"3548","Printing or bookbinding machine"
"3548","Tank gun"
"3548","Torpedo"
"3559","Confection machine"
"3559","Juke box"
"3559","Locker -automatic"
"3559","Scale -automatic"
"3559","Vending machine"
"3574","Adding machine"
"3574","Air pressure or steam gauge"
"3574","Arms -small"
"3574","Calculator"
"3574","Cash register"
"3574","Computing, recordingor office machine  NOC"
"3574","Explosives orammunition -cartridge  or assembly-small arms"
"3574","Gas meter"
"3574","Humidity control (gauges, meters)"
"3574","Machine gun -.50caliber or less"
"3574","Pistol -.50caliber or less"
"3574","Recording machine  (office-type)"
"3574","Rifle -.50caliber or less"
"3574","Sewing machine"
"3574","Sewingmachines-commercial-repairing or rebuilding machines, cutters &parts in shop"
"3574","Shotgun -.50caliber or less"
"3574","Slot machine -notvending machines"
"3574","Speedometer or taximeter"
"3574","Steam or air pressure gauge"
"3574","Taximeter or speedometer"
"3574","Typewriter"
"3574","Voting machine"
"3581","Carburetor"
"3581","Fuel injection device"
"3581","Fuel pump -auto"
"3581","Super charger"
"3581","Turbo supercharger  or repair"
"3612","Engine  NOC"
"3612","Engine -outboardmotors"
"3612","Hydraulic device-jacks, auto lifts"
"3612","Outboard motor"
"3612","Pneumatic device-drills, riveters, hammers"
"3612","Pump"
"3620","Armor plateprocessing"
"3620","Boilermaking"
"3620","Culvert -platemetal"
"3620","Military tank hull  or assembly"
"3620","Refuse container (dumpster)"
"3620","Shipbuilding-iron orsteel-NOC-boilermaking"
"3620","Tankbuilding-metal-shop"
"3620","Whiskey still"
"3629","Precision machinedparts  NOC"
"3632","Automobile brakedrums-reconditioning & relining-drums removed from vehicle byothers"
"3632","Automobile clutchrebuilding-clutch removed from vehicle by others"
"3632","Automobile enginerebuilding-engine removed from vehicle by others"
"3632","Automobile jack-not stamped"
"3632","Automobile piston"
"3632","Automotive machineshops-no work on cars-including cylinder reboring, valvegrinding, turning down brake drums, etc."
"3632","Axle unit assembling or"
"3632","Bomb case"
"3632","Diesel engines usedas generators-repair"
"3632","Explosives orammunition -projectile or shell"
"3632","Laundry machinery-commercial or household"
"3632","Lawn mower repair"
"3632","Machine shop NOC"
"3632","Piston-automobile"
"3632","Rebabbitting of autoconnecting rods"
"3632","Sharpening industrialtools"
"3632","Shipbuilding-iron orsteel-NOC: machine shop"
"3632","Stoker"
"3632","Toolsharpening-industrial tools"
"3632","Woodworking machine"
"3634","Acetylene torch"
"3634","Automatic sprinkler head"
"3634","Sprinkler head"
"3634","Valve"
"3634","Water meter"
"3634","Welding torch"
"3635","Airplane-cam & gear"
"3635","Gear  or grinding"
"3635","Piston pin"
"3635","Piston ring"
"3638","Ball or roller bearing"
"3638","Roller or ball bearing"
"3642","Battery -dry"
"3643","Battery charger"
"3643","Electric power or transmission equipment"
"3643","Sewingmachines-commercial-repairing and rebuilding electric motors"
"3647","Battery -storage"
"3648","Alternator"
"3648","Automotive electricalapparatus repair-no removal from installation in or repair ofvehicles"
"3648","Automotive lighting,ignition or starting apparatus  NOC"
"3648","Directional signal"
"3648","Distributor (automobile) parts"
"3648","Fuse -household"
"3648","Generator"
"3648","Horn -automobile"
"3648","Ignition coil"
"3648","Siren"
"3648","Spark plug"
"3648","Windshield wiper"
"3681","Antennae"
"3681","Circuit board"
"3681","Coil -electrical"
"3681","Condenser-electrical"
"3681","Electrical cord set,radio or ignition harness assembly"
"3681","Electronic timers"
"3681","Hearing aid"
"3681","Printed circuit"
"3681","Radio set"
"3681","Satellite dish-electronic component"
"3681","Speaker"
"3681","Telephone"
"3681","Telephone or telegraph apparatus"
"3681","Television set"
"3681","Television, radio,telephone or telecommunication device  NOC"
"3681","Transformer"
"3685","Assay balance"
"3685","Dental instrument"
"3685","Electro-physical therapy equipment"
"3685","Ether-suction machine"
"3685","Instrument  NOC"
"3685","Instrument-airplane"
"3685","Instrument-surveyors"
"3685","Medical diagnostic lamp"
"3685","Pyrometer"
"3685","Surgical instrument"
"3685","Thermometer"
"3685","X-ray apparatus"
"3719","Oil still erection orrepair"
"3724","Acetylene gas machine installation"
"3724","Air conditioning-non-portable-machinery installation"
"3724","Compressor repair or service-away from shop-"
"3724","Cooling tower erection-prefabricated wood or metal-"
"3724","Door installation-overhead-"
"3724","Electrical apparatus installation or repair"
"3724","Electrical power equipment repair or service-away from shop-"
"3724","Floodlights-erection of temporary floodlights-"
"3724","Gas bench and retort installation-"
"3724","Gasoline pump installation"
"3724","Grates-installing or replacing in steam boilers-by specialist contractors-"
"3724","Leather belting installation or repair-"
"3724","Millwright work NOC"
"3724","Motor (heavy) repair or service-away from shop-"
"3724","Oil or gas burnerinstallation -commercial type"
"3724","Overhead (garage) doors installation"
"3724","Pump installation -commercial"
"3724","Refrigeration-commercial-installation or repair of compressors, motors"
"3724","Satellite dishinstallation-large- (concrete work or wiring inbuilding interiors to be separately classified)"
"3724","Scales-installation or adjustment-platform or beam-type-"
"3724","Sewing machines-commercial-repairing, installing and dismantling in sewing plants"
"3724","Tank installation-gas stations-"
"3724","Truck trailer refrigeration systems installation or repair away from insured's premises-"
"3724","Water cooling tower erection-"
"3726","Beer vat coating withchemicals"
"3726","Boiler installationor repair-steam"
"3726","Boiler scaling"
"3726","Cleaning tanks ortank cars"
"3726","Tank cleaning-oil orgas storage: inside"
"3726","Tank erection orrepair-metal-within buildings exclusively"
"3803","Airplane wheel"
"3803","Automobile wheel-metal-not cast"
"3803","Wheel-automobile, metal-not cast"
"3807","Automobile radiator"
"3807","Radiator-automobile"
"3808","Automobile  orassembly"
"3808","Bus  orassembly-entire vehicle"
"3808","Carriage or wagon  or assembly"
"3808","Golf cart  orassembly-entire vehicle"
"3808","Snowmobile  orassembly-entire vehicle"
"3808","Truck  orassembly-entire vehicle"
"3808","Wagon or carriage  or assembly"
"3821","Aircraft salvaging-"
"3821","Automobile dismantling"
"3822","Automobile, bus,truck or trailer body : die-pressed steel"
"3822","Boat trailer-die-pressed steel"
"3822","Shipping container  (containerized cargo boxes)-die-pressed steel"
"3822","Trailer body -not""home"" type-die-pressed steel"
"3824","Automobile, bus,truck or trailer body : other than die-pressed steel"
"3824","Boat trailer -nodie-pressed steel"
"3824","Shipping container  (containerized cargo boxes)-no die-pressed steel"
"3824","Trailer body -not""home"" type-other than die-pressed steel"
"3826","Aircraft engine"
"3826","Engine -aircraft"
"3827","Automobile engine"
"3827","Bus engine"
"3827","Engine-automobile"
"3827","Truck engine"
"3830","Airplane"
"3851","Motorcycle  orassembly"
"3865","Baby carriage"
"3865","Bicycle  orassembly"
"3865","Tricycle"
"3865","Wheelchair"
"3881","Car -railroad-"
"3881","Railroad car dismantling"
"3881","Railroad car -"
"4000","Clay or shale digging"
"4000","Culm recovery-"
"4000","Diatomite-digging and stripping-"
"4000","Dredging of materials on non-navigable waters with incidental shore operations-"
"4000","Gravel or sand digging"
"4000","Humus digging and bagging-"
"4000","Marl-digging and stripping-"
"4000","Peat digging-"
"4000","Sand or gravel digging"
"4000","Shale or clay digging"
"4000","Stone digging for stone crushing plant-"
"4018","Refractory products-all employees  (MO)"
"4021","Asphalt paving bricks -"
"4021","Brick or clay products  NOC"
"4021","Clay products or brick  NOC"
"4021","Conduit -clay-"
"4021","Earthenware or tile  NOC"
"4021","Pipe -sewer or drain, clay-"
"4021","Tile or earthenware  NOC"
"4024","Brick -fire or enameled-"
"4024","Refractory products "
"4024","Tile -boiler orstoker"
"4034","Burial vaults (concrete) manufacture and installation"
"4034","Coffin and casket -concrete-"
"4034","Concrete block -"
"4034","Concrete brick -"
"4034","Concrete products "
"4034","Cornice -concrete-"
"4034","Garden furniture -concrete-"
"4034","Grill -concrete-"
"4034","Lawn ornament -concrete-"
"4034","Ornamental figure -concrete-"
"4034","Patio block -small-concrete-"
"4034","Pre-stressed concrete beam -"
"4034","Pre-stressed concrete girder -"
"4034","Roof tile -concrete-"
"4034","Sill -concrete-"
"4036","Artificial marble -"
"4036","Marble -artificial-"
"4036","Mortar -"
"4036","Plaster or staff mixing"
"4036","Plasterboard or plaster block "
"4036","Roof coating -stucco type-"
"4036","Staff or plaster mixing"
"4036","Wall coating -stucco type-"
"4038","Display -papiermache"
"4038","Dress form"
"4038","Dressmaker forms-plaster"
"4038","Map -relief-madeof plaster"
"4038","Novelties-plaster"
"4038","Ornament or plaster statuary"
"4038","Papier mache goods"
"4038","Plaster form"
"4038","Plaster novelties"
"4038","Plaster statuary or ornament"
"4053","Etching-aluminumoxide process"
"4053","Pottery -china ortableware"
"4053","Sand carving"
"4053","Terra cotta"
"4061","Ceramics"
"4061","Clay flower pot-hand molded or cast"
"4061","Pottery-earthenware-glazed or porcelain-hand molded or cast"
"4062","Ceramic goods-spark plug cores, spools, pulleys"
"4062","Clay flower pot-press formed"
"4062","Porcelainware-mechanical press forming"
"4062","Pottery-porcelain ware-mechanical press forming"
"4062","Tile-decorative-non-structural"
"4101","Glass -"
"4101","Glass -blown sheet window-"
"4101","Glass -polished plate-"
"4101","Glass -rolled-"
"4111","Automobile headlight lens"
"4111","Glassware -noautomatic blowing machines"
"4111","Tableware-glass-no automatic blowing machines"
"4112","Cathode-ray tube"
"4112","Fluorescent tube"
"4112","Incandescent lamp"
"4112","Light bulb"
"4112","Neon lamp"
"4112","Photoflash bulb"
"4112","Photoflood lamp"
"4112","Radio tube"
"4112","Television tube"
"4112","X-ray tube"
"4113","Glass -cut"
"4114","Bottle -milk,soft drink"
"4114","Glassware  NOC"
"4114","Glassware  usingautomatic blowing machines"
"4114","Jar"
"4130","Aquarium -glass"
"4130","Glass merchant"
"4131","Appliance glass-used in microwave ovens, display panels and video games"
"4131","Mirror"
"4133","Cathedral or art glass window"
"4133","Glass window-stained"
"4150","Binocular"
"4150","Computer chip"
"4150","Contact lens"
"4150","Crystal -radio orelectronic"
"4150","Electronic chip"
"4150","Eyeglass"
"4150","Goggle"
"4150","Lens -ground"
"4150","Opera glasses"
"4150","Optical goods NOC"
"4150","Telescope -withlens grinding"
"4206","Bark peeling in papermills-ground wood process"
"4206","Pulp -ground woodprocess"
"4207","Bark peeling in papermills-chemical process"
"4207","Pulp -chemicalprocess"
"4239","Cardboard bristol board and paperboard"
"4239","Chip or particleboard"
"4239","Fiberboard"
"4239","Paper"
"4239","Particleboard"
"4240","Box -set up paper"
"4243","Box -foldingpaper-NOC"
"4243","Filter -paper,fiberglass"
"4244","Corrugated or fiberboard container"
"4244","Fiberboard container"
"4244","Honeycomb packaging products"
"4250","Cork paper -no paper"
"4250","Flypaper"
"4250","Paper coating"
"4250","Paper corrugating orlaminating"
"4250","Paper crepeing"
"4250","Paper oiling,paraffining, parchmentizing or waxing"
"4251","Carbon paper or typewriter ribbon"
"4251","Coin wrappers and currency strap"
"4251","Envelope"
"4251","Filing folders or indexing devices"
"4251","Inked ribbonpreparation"
"4251","Label -paper"
"4251","Loose leaf ledger or notebook"
"4251","Notebook or loose-leaf ledger"
"4251","Stationery"
"4251","Typewriter ribbon or carbon paper"
"4263","Fiber goods"
"4263","Insulation -paper"
"4273","Bag -paper orplastic"
"4279","Box or case lining-from waterproof paper for export packing"
"4279","Cardboard mailing tube"
"4279","Cop tube"
"4279","Display-cardboard"
"4279","Lithograph mountingand finishing"
"4279","Mailing tube-cardboard"
"4279","Match -paper or wooden"
"4279","Milk bottle cap-paper-including printing"
"4279","Napkin"
"4279","Paper goods  NOC"
"4279","Paper plate"
"4279","Paper sheeting orslitting and winding"
"4279","Paper towel"
"4279","Paper twine"
"4279","Toilet tissue"
"4279","Toy -cardboard"
"4279","Wallpaper"
"4279","Waxed paper"
"4282","Boot or shoe pattern"
"4282","Dress pattern-paper"
"4282","Music roll-perforated paper"
"4282","Shoe or boot pattern"
"4283","Building or roofingpaper or felt preparation-no installation"
"4283","Felt or building orroofing paper preparation-no installation"
"4283","Roofing or buildingpaper or felt preparation-no installation"
"4283","Roofing paper or roofing felt"
"4299","Banks and trustcompanies: printing employees"
"4299","Decalcomania transfer-not silk-screen process"
"4299","Electrotyping"
"4299","Lithographing"
"4299","Paper ruling"
"4299","Photographiccomposition-printing-not clerical"
"4299","Plastic or vinyl sign-computerized"
"4299","Playing cards"
"4299","Printing"
"4299","Rubber stamp  orassembly"
"4299","Sign -plastic orvinyl-computer-generated letters or graphics-no manufacture orpreparation of surfaces"
"4299","Sign -silk-screenprinting-paper or plasterboard"
"4299","Sign -silk-screenprinting-plastic"
"4299","Sign -silk-screenprinting-wood"
"4299","Stereotyping"
"4304","Newspaper publishing"
"4304","Photographiccomposition-newspaper-not clerical"
"4307","Bookbinding"
"4307","Table pad -fromcardboard and fabric"
"4308","Linotype or handcomposition"
"4351","Photoengraving"
"4352","China decorating-byhand"
"4352","Decorating ceramic orglass by hand"
"4352","Engraving"
"4352","Glass-crystalengraving"
"4360","Motion picture:development of negatives, printing & all subsequent operations"
"4361","Aerial photographer-ground laboratory employees-"
"4361","Blueprint duplication service-"
"4361","Film printshops-developing and printing of films-all employees & clerical,salespersons, drivers"
"4361","Mapping or survey work-aerial-photography-ground laboratory-"
"4361","Microfilming-"
"4361","Photographer-allemployees & clerical, salespersons, drivers"
"4362","Film exchange &clerical"
"4362","Motion picture filmexchange projection rooms, & clerical"
"4410","Belt -rubber"
"4410","Boot or shoe-rubber"
"4410","Carpet pad-rubber"
"4410","Cement compound-rubber"
"4410","Cushion -rubber"
"4410","Fabric coating-rubberor plastic"
"4410","Floor tile-rubber"
"4410","Foam rubber"
"4410","Glove -rubber"
"4410","Heel or sole-rubber"
"4410","Hose -rubber"
"4410","Jar ring -rubber"
"4410","Metal coating-rubberor plastic"
"4410","Mouthpiece-rubber"
"4410","Plastic scrapreclaiming-foamed or expanded plastics"
"4410","Rubber band"
"4410","Rubber goods  NOC"
"4410","Rubber reclaiming"
"4410","Sealing compound-rubber"
"4410","Shoe or boot-rubber-includes combined rubber and fabric boots or shoes"
"4410","Sneaker"
"4420","Rubber tire"
"4431","Cassettes-magneticmedia, manufacture or assembly"
"4431","Phonograph record"
"4432","Fountain pen"
"4432","Pen -all types"
"4432","Pencil-mechanical"
"4439","Lacquer or spirit varnish"
"4439","Spirit varnish or lacquer"
"4439","Varnish -spirit"
"4452","Advertising sign-celluloid"
"4452","Bone or ivory goods"
"4452","Horn goods-fabricated products"
"4452","Ivory or bone goods"
"4452","Plastic goods  bydipping process"
"4452","Plastics-fabricated products NOC"
"4459","Pipe -plastic,extrusion method"
"4459","Plastics -sheets,rods or tubes"
"4459","Pyroxylin"
"4470","Cable-insulated-electrical"
"4470","Wire insulating orcovering"
"4484","Button  NOC"
"4484","Doll or doll parts  or assembly"
"4484","Plastics -moldedproducts NOC"
"4484","Plastics-laminatedmolded products  by laminating liquid plastic impregnatedfibers, with the use of brush or spray, either in or over a mold or form NOC"
"4493","Asphalt tile"
"4493","Fabric coating orimpregnating NOC"
"4493","Fiberglass-plastic-coated"
"4493","Leather-imitation"
"4493","Linoleum"
"4493","Oil cloth"
"4511","Analytical chemist"
"4511","Assaying"
"4511","Building materialresearch or analytical laboratory"
"4511","Geophysical researchor analytical laboratory"
"4511","Magnaflux testing andinspection"
"4511","Medicalapparatus-sterilization using X-ray process"
"4511","Medical research oranalytical laboratory"
"4511","Metallurgicalresearch or analytical laboratory"
"4511","Microbiology researchor analytical laboratory"
"4511","Ordinance research oranalytical laboratory"
"4511","Petroleum research oranalytical laboratory"
"4511","Pharmacology researchor analytical laboratory"
"4511","Radiography researchor analytical laboratory"
"4511","Sand or gravelresearch or analytical laboratory-for precious stones"
"4511","Soil testing researchor analytical laboratory"
"4511","Toxicology researchor analytical laboratory"
"4511","Transistor researchor analytical laboratory"
"4557","Axle grease"
"4557","Brake fluid"
"4557","Buffing or polishing compounds"
"4557","Candle"
"4557","Dressing or polish"
"4557","Grease or oil mixingor blending"
"4557","Ink"
"4557","Mucilage, ink (writing) or paste"
"4557","Oil or grease mixingor blending"
"4557","Paste, ink (writing) or mucilage"
"4557","Polish or dressing"
"4557","Saddle soap"
"4557","Sealing wax"
"4557","Tallow chandlers"
"4557","Wax"
"4557","Wax products"
"4558","Caulking compound"
"4558","Color grinding,blending or testing"
"4558","Paint"
"4558","Putty"
"4558","Whiting"
"4561","Varnish-oleo-resinous"
"4568","Borax, potash or salt producing or refining"
"4568","Potash, borax or salt producing or refining"
"4568","Salt, borax or potash producing or refining"
"4581","Phosphate works"
"4583","Fertilizer "
"4583","Fertilizer -from seaweed-"
"4583","Peat moss mixture -"
"4583","Potting soil mixture -"
"4583","Soil conditioner -"
"4597","Ink (writing),mucilage or paste  (GA, MO, NJ, NY)"
"4611","Cosmetics -notmanufacturing ingredients"
"4611","Cough drop"
"4611","Cough syrupcompounding or preparation-no  of ingredients"
"4611","Drug, medicine orpharmaceutical preparation, compounding or blending-no  ofingredients"
"4611","Medicine, drug orpharmaceutical preparation, compounding or blending-no  ofingredients"
"4611","Ointment compoundingor preparation-no  of ingredients"
"4611","Perfume compoundingor preparation-no  of ingredients"
"4611","Pharmaceutical, drugor medicine preparation, compounding or blending-no  ofingredients"
"4611","Shampoo compoundingor preparation-no  of ingredients"
"4611","Toothpastecompounding or preparation-no  of ingredients"
"4635","Acetylene gas "
"4635","Carbon dioxide -"
"4635","Carbonic acid gas "
"4635","Dry ice -"
"4635","Fire extinguisher-service or recharge-"
"4635","Hydrogen or oxygen "
"4635","Oxygen or hydrogen "
"4635","Tank charging-gases or compressed air-"
"4653","Gelatin : not food-"
"4653","Glue "
"4653","Isinglass -"
"4665","Cod liver oil -"
"4665","Fish oil -"
"4665","Rendering works NOC"
"4670","Cottonseed feed -"
"4670","Cottonseed oil -mechanical-"
"4670","Cottonseed oil -solvent-"
"4683","Cottonseed oilrefining"
"4683","Flaxseed oil -notusing solvent extraction process"
"4683","Lard refining"
"4683","Oil-vegetable-NOC"
"4683","Peanut oil -notusing solvent extraction process"
"4683","Soybean oil -notusing solvent extraction process"
"4683","Sunflower oil-not using solvent extraction process"
"4686","Flaxseed oil-using solvent extraction process"
"4686","Oil-vegetable-solvent extraction process"
"4686","Peanut oil -usingsolvent extraction process"
"4686","Soybean oil-using solvent extraction process"
"4686","Sunflower oil-using solvent extraction process"
"4692","Artificial teeth"
"4692","Dental laboratory"
"4693","Absorbent cotton"
"4693","Artificial limb"
"4693","Bandage -weavingto be separately rated"
"4693","Braces for the handicapped"
"4693","Foot goods -archsupports, bunion straps"
